label,support,precision,recall,f1
toxic,1524,0.7829457364341085,0.8615485564304461,0.8203686348016245
severe_toxic,162,0.4035714285714286,0.6975308641975309,0.5113122171945701
obscene,809,0.7183235867446394,0.9110012360939431,0.8032697547683924
threat,49,0.5223880597014925,0.7142857142857143,0.603448275862069
insult,771,0.678609062170706,0.8352788586251622,0.7488372093023256
identity_hate,145,0.5481927710843374,0.6275862068965518,0.5852090032154341
